Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber;id
Mousseau    ;Sargent   ;male  ;53;3/11/1971;186;79.1;95870;53 rue Marie de Médicis      ;BEZONS              ;120.317.626;25200
Chalut      ;Fleur     ;female;84;6/8/1939;156;52.1;93130;64 Rue Roussy                ;NOISY-LE-SEC        ;124.654.779;25201
Desforges   ;Gemma     ;female;49;10/5/1974;153;61.6;92320;98 rue du Gue Jacquet        ;CHÂTILLON           ;107.402.327;25202
Arnoux      ;Liane     ;female;55;6/23/1968;158;53.3;30000;41 boulevard de Prague       ;NÎMES               ;431.394.401;25203
Rhéaume     ;Lyle      ;male  ;30;9/25/1993;181;73.7;91800;68 rue Grande Fusterie       ;BRUNOY              ;145.199.381;25204
Bordeleau   ;Zacharie  ;male  ;55;1/11/1969;180;104.6;95220;72 rue des Lacs              ;HERBLAY             ;148.446.667;25205
Pelletier   ;Fortun    ;male  ;47;2/19/1977;182;72.6;93120;29 rue des Soeurs            ;LA COURNEUVE        ;159.451.869;25206
Gamelin     ;Simone    ;female;83;10/24/1940;152;49.6;42300;80 rue Gustave Eiffel        ;ROANNE              ;498.327.146;25207
Ducharme    ;Alexandre ;male  ;24;7/14/1999;186;60.9;64000;91 Faubourg Saint Honoré     ;PAU                 ;550.741.901;25208
Lamothe     ;Pensee    ;female;49;3/29/1975;166;71.9;87280;31 rue Léon Dierx            ;LIMOGES             ;551.103.828;25209
Perreault   ;Archard   ;male  ;22;6/14/2001;187;101.8;78280;9 Avenue des Tuileries       ;GUYANCOURT          ;174.783.088;25210
Guérette    ;Amarante  ;female;32;1/13/1992;162;103.5;59210;57 rue Victor Hugo           ;COUDEKERQUE-BRANCHE ;377.776.043;25211
Tollmache   ;Inès      ;female;54;4/19/1970;162;59.6;44200;2 rue de Raymond Poincaré    ;NANTES              ;284.687.683;25212
Fugère      ;Clovis    ;male  ;70;11/19/1953;163;67.7;75012;86 Place de la Madeleine     ;PARIS               ;167.248.119;25213
Panetier    ;Mason     ;male  ;76;2/3/1948;164;76.8;97430;93 rue du Général Ailleret   ;LE TAMPON           ;228.032.628;25214
Gaillard    ;Harriette ;female;34;11/4/1989;164;67;71000;43 avenue Voltaire           ;MÂCON               ;380.634.101;25215
Théberge    ;Jérôme    ;male  ;73;2/2/1951;171;68.3;30100;13 rue de Geneve             ;ALÈS                ;400.125.429;25216
Charron     ;Dalmace   ;female;64;12/29/1959;160;102.2;50000;41 avenue du Marechal Juin   ;SAINT-LÔ            ;283.998.116;25217
Parmentier  ;Corette   ;female;23;8/25/2000;175;94.3;30100;25 rue de Geneve             ;ALÈS                ;410.467.395;25218
Forest      ;Marveille ;female;59;6/10/1964;163;78.8;6150;36 Rue Marie De Médicis      ;CANNES-LA-BOCCA     ;400.002.698;25219
Davignon    ;Adélaïde  ;female;22;3/25/2002;167;84.4;97110;99 rue de la Boétie          ;POINTE-À-PITRE      ;599.918.889;25220
Beaulé      ;Beaufort  ;male  ;79;12/11/1944;162;78.6;59280;41 rue de Lille              ;ARMENTIÈRES         ;381.033.914;25221
Soucy       ;Rémy      ;male  ;26;6/18/1997;183;72.7;20200;11 Rue du Limas              ;BASTIA              ;430.026.881;25222
Sciverit    ;Mason     ;male  ;26;7/2/1997;182;62.9;77176;35 rue du Président Roosevelt;SAVIGNY-LE-TEMPLE   ;111.497.798;25223
Parrot      ;Vaden     ;male  ;55;2/1/1969;168;83.1;75013;97 rue La Boétie             ;PARIS               ;199.321.166;25224
Chevrette   ;Zdenek    ;male  ;24;8/18/1999;172;73.1;42300;5 rue Gustave Eiffel         ;ROANNE              ;467.469.942;25225
Pinette     ;Zurie     ;female;39;7/25/1984;160;102.2;93600;79 rue Sadi Carnot           ;AULNAY-SOUS-BOIS    ;126.195.210;25226
Compagnon   ;Creissant ;female;25;9/17/1998;161;57.8;33150;26 rue Porte d'Orange        ;CENON               ;573.148.824;25227
Grandbois   ;Eulalie   ;female;53;8/10/1970;158;71.5;33310;34 Rue Hubert de Lisle       ;LORMONT             ;573.605.925;25228
Laforest    ;Leala     ;female;78;1/10/1946;154;50.2;44000;63 place Stanislas           ;NANTES              ;205.718.798;25229
Duplanty    ;Ferragus  ;male  ;20;2/13/2004;174;75;92260;25 Boulevard de Normandie    ;FONTENAY-AUX-ROSES  ;171.308.814;25230
Marseau     ;Pierpont  ;male  ;24;6/28/1999;186;75.5;33200;62 cours Jean Jaures         ;BORDEAUX            ;504.991.254;25231
Marier      ;Michel    ;male  ;65;4/9/1959;177;75.6;68000;97 Place de la Gare          ;COLMAR              ;312.896.394;25232
Denis       ;Anton     ;male  ;74;8/27/1949;172;71.2;92110;15 Rue de Strasbourg         ;CLICHY              ;160.793.860;25233
Veilleux    ;Arlette   ;female;71;9/10/1952;154;54.7;62200;20 rue Petite Fusterie       ;BOULOGNE-SUR-MER    ;363.656.456;25234
Bourgeois   ;Vallis    ;male  ;22;9/7/2001;174;85.3;57050;64 Rue St Ferréol            ;METZ                ;367.217.757;25235
Gousse      ;Christiane;female;82;7/28/1941;166;77.5;12100;47 rue Bonneterie            ;MILLAU              ;550.079.883;25236
Latourelle  ;Aloin     ;male  ;62;8/16/1961;171;112;59800;47 Chemin Challet            ;LILLE               ;386.068.167;25237
Ricard      ;Bartlett  ;male  ;25;11/4/1998;167;77.5;6520;82 avenue Voltaire           ;MAGAGNOSC           ;476.283.207;25238
Fournier    ;Ormazd    ;female;19;10/19/2004;172;79.7;97200;11 Boulevard de Normandie    ;FORT-DE-FRANCE      ;528.517.596;25239
Poulin      ;Joséphine ;female;40;5/1/1984;173;70.9;3000;8 rue des Coudriers          ;MOULINS             ;444.817.841;25240
Auclair     ;Felicien  ;male  ;43;1/20/1981;170;102.2;61000;64 Chemin des Bateliers      ;ALENÇON             ;201.026.369;25241
Varieur     ;Zoé       ;female;38;12/22/1985;160;86.3;59130;34 Place Napoléon            ;LAMBERSART          ;359.827.515;25242
Deniger     ;Étienne   ;male  ;41;11/24/1982;189;107.3;94170;38 rue Goya                  ;LE PERREUX-SUR-MARNE;119.105.913;25243
Chalut      ;Vincent   ;male  ;62;4/3/1962;174;88.7;93290;17 avenue Jean Portalis      ;TREMBLAY-EN-FRANCE  ;190.209.213;25244
Cliche      ;Favor     ;female;57;9/22/1966;171;93.9;37300;94 route de Lyon             ;JOUÉ-LÈS-TOURS      ;297.419.476;25245
Rouze       ;Véronique ;female;62;2/10/1962;153;95.1;94320;65 rue du Faubourg National  ;THIAIS              ;117.723.565;25246
Pinneau     ;Slainie   ;female;65;1/5/1959;169;80.3;38400;4 rue des Dunes              ;SAINT-MARTIN-D'HÈRES;473.010.288;25247
Lécuyer     ;Odelette  ;female;50;8/13/1973;153;90.8;97232;9 rue Michel Ange            ;LE LAMENTIN         ;599.098.177;25248
Huard       ;Zdenek    ;male  ;24;10/28/1999;178;80;94310;68 boulevard Amiral Courbet  ;ORLY                ;112.150.566;25249
Batard      ;Mallory   ;male  ;31;6/27/1992;176;84.8;95220;9 rue des Lacs               ;HERBLAY             ;121.657.751;25250
Lussier     ;Chantal   ;female;55;1/13/1969;158;77.9;77190;75 boulevard Bryas           ;DAMMARIE-LES-LYS    ;104.916.309;25251
Fongemie    ;La Roux   ;female;49;2/5/1975;158;58.4;83130;50 rue des Soeurs            ;LA GARDE            ;452.744.581;25252
Bérubé      ;Gemma     ;female;60;12/25/1963;156;101.9;3000;63 rue des Coudriers         ;MOULINS             ;407.493.649;25253
Marcoux     ;Orane     ;female;46;1/6/1978;155;92.9;75002;23 Square de la Couronne     ;PARIS               ;195.313.778;25254
Laux        ;Courtland ;male  ;50;8/2/1973;179;106.4;97100;95 Rue du Limas              ;BASSE-TERRE         ;549.361.592;25255
Dubeau      ;Ormazd    ;female;26;3/9/1998;167;80.3;34070;84 rue de la Mare aux Carats ;MONTPELLIER         ;455.646.870;25256
Allard      ;Sylvie    ;female;23;1/6/2001;165;98.1;72100;19 rue Goya                  ;LE MANS             ;228.577.342;25257
Auger       ;Christian ;male  ;65;10/12/1958;185;85.4;69500;22 rue Grande Fusterie       ;BRON                ;422.240.298;25258
Boulanger   ;Dorothée  ;female;19;7/24/2004;158;70;13010;31 cours Franklin Roosevelt  ;MARSEILLE           ;448.315.820;25259
Latourelle  ;Éric      ;male  ;41;9/9/1982;180;89.1;62800;54 Chemin Challet            ;LIÉVIN              ;373.538.743;25260
Coulombe    ;Malagigi  ;male  ;82;2/25/1942;181;64.6;33700;36 rue Reine Elisabeth       ;MÉRIGNAC            ;535.249.480;25261
Chrétien    ;Aubrey    ;female;78;2/9/1946;167;94.4;44230;71 rue des six frères Ruellan;SAINT-SÉBASTIEN-SUR-;278.488.907;25262
Ricard      ;Melusina  ;female;40;1/14/1984;165;101;33000;89 avenue de l'Amandier      ;BORDEAUX            ;536.327.569;25263
Berthiaume  ;Landers   ;male  ;65;7/1/1958;166;81.4;6800;47 Chemin Du Lavarin Sud     ;CAGNES-SUR-MER      ;488.588.199;25264
Majory      ;Gauthier  ;male  ;65;8/6/1958;178;101.9;18100;85 Place du Jeu de Paume     ;VIERZON             ;250.033.723;25265
Massé       ;Henry     ;male  ;80;12/23/1943;168;74.7;6220;66 avenue de Provence        ;VALLAURIS           ;413.272.530;25266
Huppé       ;Gauthier  ;male  ;31;9/20/1992;170;94.8;75002;10 Square de la Couronne     ;PARIS               ;157.628.540;25267
Lamontagne  ;Frédérique;female;58;8/15/1965;165;62.2;75009;84 Place de la Madeleine     ;PARIS               ;141.967.937;25268
Lamothe     ;Varden    ;male  ;32;7/2/1991;188;111.3;94140;28 rue de Geneve             ;ALFORTVILLE         ;121.696.765;25269
Authier     ;Leroy     ;male  ;19;6/14/2004;174;88;95170;50 Cours Marechal-Joffre     ;DEUIL-LA-BARRE      ;165.844.052;25270
Lafrenière  ;Alexis    ;male  ;83;11/9/1940;183;60.2;92800;47 rue de Penthièvre         ;PUTEAUX             ;102.248.869;25271
de Chateaub ;Gaspar    ;male  ;85;9/5/1938;181;63.3;92170;27 boulevard d'Alsace        ;VANVES              ;135.945.055;25272
Cadieux     ;Germain   ;male  ;57;12/26/1966;184;102.3;91350;81 Avenue des Tuileries      ;GRIGNY              ;145.883.824;25273
Talon       ;Marcel    ;male  ;41;6/11/1982;177;91.7;77270;11 place de Miremont         ;VILLEPARISIS        ;155.834.110;25274
Sauvé       ;Josephe   ;female;39;10/27/1984;155;50.7;92150;25 rue Descartes             ;SURESNES            ;181.109.134;25275
Marchesseaul;Jacques   ;male  ;77;5/5/1947;172;89.9;20600;36 Rue du Limas              ;BASTIA              ;497.838.231;25276
Marceau     ;Faustin   ;male  ;81;1/2/1943;181;101.9;59493;97 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;399.289.703;25277
Plourde     ;Clémence  ;female;42;11/19/1981;154;103.9;80090;14 rue de Geneve             ;AMIENS              ;356.836.883;25278
Chnadonnet  ;Comforte  ;female;41;2/12/1983;167;53.8;93330;11 rue de Raymond Poincaré   ;NEUILLY-SUR-MARNE   ;174.952.839;25279
DuLin       ;Warrane   ;male  ;36;2/28/1988;178;97.8;92140;45 Rue de Strasbourg         ;CLAMART             ;165.908.107;25280
Lafrenière  ;Margaux   ;female;54;8/12/1969;157;71.3;34080;41 rue de la Mare aux Carats ;MONTPELLIER         ;406.431.145;25281
Achin       ;Émilie    ;female;26;4/21/1998;164;86.2;6400;18 Rue Marie De Médicis      ;CANNES              ;457.398.088;25282
Parent      ;Philippine;female;71;8/21/1952;152;66.9;76620;6 rue Michel Ange            ;LE HAVRE            ;289.227.248;25283
Bellemare   ;Fitz      ;male  ;29;11/29/1994;186;105.6;83130;82 rue des Soeurs            ;LA GARDE            ;444.488.422;25284
Guérette    ;Durandana ;female;83;7/4/1940;166;70.9;91800;68 rue Grande Fusterie       ;BRUNOY              ;178.004.951;25285
Ruel        ;Christelle;female;34;6/28/1989;175;82.2;2100;32 rue de la Hulotais        ;SAINT-QUENTIN       ;369.692.421;25286
Croteau     ;Kari      ;female;51;3/9/1973;162;104.5;87100;68 Chemin Challet            ;LIMOGES             ;507.140.274;25287
Beaudouin   ;Ila       ;female;31;8/4/1992;172;86.3;4000;17 rue des lieutemants Thomaz;DIGNE-LES-BAINS     ;436.478.916;25288
Laboissonniè;Sidney    ;male  ;68;8/23/1955;179;73.6;93700;84 rue Cazade                ;DRANCY              ;119.146.089;25289
Fugère      ;Manon     ;female;55;1/13/1969;156;52.8;76800;29 rue du Château            ;SAINT-ÉTIENNE-DU-ROU;287.659.960;25290
Gareau      ;Alain     ;male  ;32;6/26/1991;178;67.6;69600;55 boulevard Amiral Courbet  ;OULLINS             ;482.380.956;25291
Leclerc     ;Vernon    ;male  ;45;5/5/1979;169;104.6;34500;41 rue Marie de Médicis      ;BÉZIERS             ;466.691.942;25292
Masson      ;Geoffrey  ;male  ;81;1/10/1943;172;74.2;97230;50 rue Sébastopol            ;SAINTE-MARIE        ;597.267.037;25293
Gousse      ;Minette   ;female;49;10/5/1974;157;87.9;6800;43 Chemin Du Lavarin Sud     ;CAGNES-SUR-MER      ;483.904.450;25294
Jodoin      ;Jay       ;male  ;76;12/26/1947;163;61.5;87000;12 Chemin Challet            ;LIMOGES             ;520.462.145;25295
Cartier     ;Solaine   ;female;74;3/30/1950;162;91.5;92110;31 Rue de Strasbourg         ;CLICHY              ;151.439.240;25296
Caron       ;Jacqueline;female;35;4/23/1989;168;67.6;45400;84 rue Charles Corbeau       ;FLEURY-LES-AUBRAIS  ;240.548.347;25297
Boulé       ;Estelle   ;female;85;8/1/1938;164;90.7;21200;74 Rue du Limas              ;BEAUNE              ;315.329.988;25298
Daoust      ;Daniel    ;male  ;39;1/9/1985;172;72.6;59200;33 quai Saint-Nicolas        ;TOURCOING           ;398.093.594;25299
Grenier     ;Aleron    ;male  ;76;4/18/1948;178;70.5;93200;99 rue des Nations Unies     ;SAINT-DENIS         ;196.577.977;25300
Labrie      ;Nanna     ;female;57;1/20/1967;169;60.1;15000;2 rue Sadi Carnot            ;AURILLAC            ;442.006.631;25301
Huot        ;Pierpont  ;male  ;73;5/23/1950;163;72;94260;17 rue Isambard              ;FRESNES             ;115.177.295;25302
Grandpré    ;Diane     ;female;35;1/30/1989;170;57;35400;32 rue des Dunes             ;SAINT-MALO          ;230.407.858;25303
Gamelin     ;Clementine;female;20;8/15/2003;167;60.7;91300;63 Quai des Belges           ;MASSY               ;107.020.104;25304
Léveillé    ;D'Arcy    ;male  ;69;4/1/1955;172;80.3;75006;95 rue Nationale             ;PARIS               ;107.608.295;25305
Jacques     ;Roxanne   ;female;83;5/18/1940;163;94.9;16100;48 Place de la Gare          ;COGNAC              ;572.563.784;25306
D'Aoust     ;Gilbert   ;male  ;85;12/31/1938;181;64;38600;1 Boulevard de Normandie     ;FONTAINE            ;456.108.449;25307
Aubin       ;Anouk     ;female;85;5/6/1939;153;84.3;69400;62 Place du Jeu de Paume     ;VILLEFRANCHE-SUR-SAÔ;492.042.605;25308
Benjamin    ;Margaux   ;female;55;2/11/1969;169;74.7;78280;99 Avenue des Tuileries      ;GUYANCOURT          ;105.632.063;25309
Sansouci    ;Marphisa  ;female;22;1/21/2002;175;66.7;57600;11 Boulevard de Normandie    ;FORBACH             ;377.569.802;25310
Vadnais     ;Daniel    ;male  ;60;2/7/1964;166;81.6;59160;51 rue Léon Dierx            ;LOMME               ;355.387.553;25311
Caouette    ;Diane     ;female;71;3/6/1953;151;51.2;13002;70 rue Beauvau               ;MARSEILLE           ;458.421.886;25312
Beaulac     ;Robinette ;female;78;8/25/1945;170;58;76300;53 avenue Jules Ferry        ;SOTTEVILLE-LÈS-ROUEN;234.681.461;25313
Lamour      ;Orva      ;female;35;6/8/1988;173;98.7;94310;71 boulevard Amiral Courbet  ;ORLY                ;155.684.616;25314
Dupéré      ;Bradamate ;female;41;12/20/1982;157;63.3;93500;65 Square de la Couronne     ;PANTIN              ;165.020.092;25315
Mouet       ;Arridano  ;male  ;71;6/17/1952;176;72.4;75002;29 Square de la Couronne     ;PARIS               ;187.293.468;25316
Morneau     ;Vail      ;male  ;58;4/27/1966;184;105.1;69120;11 boulevard d'Alsace        ;VAULX-EN-VELIN      ;422.636.427;25317
Bourassa    ;Verney    ;male  ;46;4/7/1978;188;74;25000;68 rue Jean Vilar            ;BESANÇON            ;393.981.306;25318
Gougeon     ;Philippe  ;male  ;37;6/28/1986;167;106.5;63100;25 Rue de Strasbourg         ;CLERMONT-FERRAND    ;431.111.360;25319
Dumoulin    ;Berangaria;female;30;11/23/1993;171;85.1;17000;98 rue de l'Aigle            ;LA ROCHELLE         ;555.214.975;25320
Huard       ;Pierrette ;female;47;9/29/1976;171;66.6;19000;77 avenue Jean Portalis      ;TULLE               ;571.022.471;25321
Courtemanche;Melodie   ;female;54;10/6/1969;171;93.2;47000;81 rue Gontier-Patin         ;AGEN                ;551.023.980;25322
Fongemie    ;Linette   ;female;19;1/12/2005;151;63.7;92390;94 place de Miremont         ;VILLENEUVE-LA-GARENN;109.570.279;25323
Cotuand     ;Erembourg ;female;59;2/28/1965;170;93.3;95600;50 Avenue Millies Lacroix    ;EAUBONNE            ;177.200.028;25324
Chabot      ;Fitz      ;male  ;64;5/15/1960;168;84.7;77190;51 boulevard Bryas           ;DAMMARIE-LES-LYS    ;121.616.543;25325
Chauvin     ;Roxanne   ;female;39;7/20/1984;155;56.3;45100;92 boulevard Amiral Courbet  ;ORLÉANS             ;292.728.362;25326
Alexandre   ;Jeanne    ;female;46;9/3/1977;153;81.6;75018;36 Faubourg Saint Honoré     ;PARIS               ;109.888.127;25327
Rivière     ;Troy      ;male  ;49;10/6/1974;167;91.7;84300;2 rue Porte d'Orange         ;CAVAILLON           ;491.844.720;25328
Labrecque   ;Eglantine ;female;40;3/1/1984;172;50.8;84100;8 Rue Roussy                 ;ORANGE              ;482.826.045;25329
Paimboeuf   ;Minette   ;female;51;8/22/1972;173;53.5;92500;41 rue de l'Epeule           ;RUEIL-MALMAISON     ;149.828.425;25330
Lamare      ;Orva      ;female;63;10/24/1960;160;89;91330;82 Rue Bonnet                ;YERRES              ;136.256.764;25331
Avare       ;Gaston    ;male  ;45;6/13/1978;177;68.8;97430;51 rue du Général Ailleret   ;LE TAMPON           ;296.884.235;25332
Parmentier  ;Zara      ;female;64;6/8/1959;163;65.9;83200;26 rue du Fossé des Tanneurs ;TOULON              ;421.129.099;25333
Ménard      ;Gallia    ;female;28;1/2/1996;171;49.2;78130;75 rue du Paillle en queue   ;LES MUREAUX         ;140.137.546;25334
Mireault    ;Arnaud    ;male  ;35;3/14/1989;182;90.6;44200;24 rue de Raymond Poincaré   ;NANTES              ;222.152.253;25335
Dubois      ;Gano      ;male  ;79;6/4/1944;162;85.9;59100;93 rue de l'Epeule           ;ROUBAIX             ;387.040.651;25336
Masson      ;Kari      ;female;76;7/26/1947;165;83.8;33700;89 rue Reine Elisabeth       ;MÉRIGNAC            ;511.354.320;25337
Josseaume   ;Romaine   ;female;68;8/22/1955;151;83.7;67100;78 rue Descartes             ;STRASBOURG          ;317.720.491;25338
Bussière    ;Donat     ;male  ;38;9/9/1985;185;89.3;13090;19 rue Gontier-Patin         ;AIX-EN-PROVENCE     ;493.938.819;25339
Hughes      ;Stéphanie ;female;25;4/29/1999;158;48.1;21000;65 rue des lieutemants Thomaz;DIJON               ;368.990.685;25340
Flamand     ;Josephe   ;female;28;9/10/1995;165;55.5;26000;5 avenue de Provence         ;VALENCE             ;457.388.675;25341
Du Trieux   ;Wyatt     ;male  ;47;1/5/1977;174;98;92210;29 rue des Nations Unies     ;SAINT-CLOUD         ;198.675.390;25342
Bourassa    ;Marine    ;female;61;5/13/1963;171;72.2;78300;2 rue de la Boétie           ;POISSY              ;188.688.472;25343
Doucet      ;Namo      ;male  ;61;10/3/1962;167;86.8;97438;19 rue Sébastopol            ;SAINTE-MARIE        ;574.451.309;25344
Beausoleil  ;Gabriel   ;male  ;49;7/19/1974;180;96.1;97300;72 rue Porte d'Orange        ;CAYENNE             ;584.876.498;25345
LeBatelier  ;Legget    ;male  ;37;6/26/1986;175;76.7;75017;54 rue La Boétie             ;PARIS               ;193.625.706;25346
Larivière   ;Paien     ;male  ;25;2/20/1999;177;93.5;13100;56 rue Gontier-Patin         ;AIX-EN-PROVENCE     ;483.432.777;25347
Migneault   ;Manon     ;female;71;2/3/1953;165;80.7;93230;48 rue de Groussay           ;ROMAINVILLE         ;125.721.913;25348
Durepos     ;Fabienne  ;female;55;5/27/1968;157;81.3;37000;70 quai Saint-Nicolas        ;TOURS               ;245.481.297;25349
St-Jacques  ;Malagigi  ;male  ;75;3/18/1949;174;80.9;55100;57 boulevard d'Alsace        ;VERDUN              ;386.584.109;25350
