Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber
Monjeau     ;Émilie   ;female;53;9/8/1970;169;65.1;94600;50 rue Ernest Renan          ;CHOISY-LE-ROI       ;
Roussel     ;Corinne  ;;31;3/25/1993;161;89.2;;10 avenue de l'Amandier      ;BONDY               ;
Mercure     ;Prewitt  ;male  ;50;10/11/1973;173;78.2;83700;40 rue de la Hulotais        ;SAINT-RAPHAËL       ;460.158.615
Chauvin     ;Merle    ;;69;10/2/1954;167;73.1;14000;88 Chemin Du Lavarin Sud     ;CAEN                ;
Boulé       ;Bellamy  ;male  ;;9/2/1988;179;;35300;57 rue Isambard              ;FOUGÈRES            ;205.566.293
Phaneuf     ;Pomeroy  ;male  ;56;;170;100.1;;83 rue Pierre Motte          ;SAINTE-ANNE         ;583.818.877
Guilmette   ;Jérôme   ;male  ;;2/17/1955;165;72;42000;79 rue Sébastopol            ;SAINT-ÉTIENNE       ;
Charest     ;Cerise   ;female;;5/29/1959;160;;95170;29 Cours Marechal-Joffre     ;DEUIL-LA-BARRE      ;122.113.361
Boulanger   ;Alfred   ;male  ;81;;179;82.7;83000;59 rue du Fossé des Tanneurs ;TOULON              ;400.121.848
Sciverit    ;Durandana;female;;11/27/1955;151;61.8;;44 Place du Jeu de Paume     ;VIGNEUX-SUR-SEINE   ;116.297.098
Chnadonnet  ;Laverne  ;female;68;9/24/1955;;64.3;;10 cours Jean Jaures         ;BOULOGNE-BILLANCOURT;
Desroches   ;Edmee    ;female;74;5/10/1950;151;78.4;92360;99 Rue St Ferréol            ;MEUDON-LA-FORÊT     ;109.908.164
Laprise     ;Auriville;male  ;31;12/17/1992;175;101.1;;;LILLE               ;
Bazin       ;Galatee  ;;22;4/2/2002;157;;76100;41 rue de l'Epeule           ;ROUEN               ;
Baril       ;Gradasso ;;65;7/22/1958;174;108.5;;99 cours Franklin Roosevelt  ;MARSEILLE           ;401.051.657
Benoit      ;Claude   ;male  ;24;7/14/1999;170;70.1;94500;37 place Maurice-Charretier  ;CHAMPIGNY-SUR-MARNE ;192.761.976
Robillard   ;Andrée   ;female;55;12/15/1968;157;56.8;;11 Chemin Du Lavarin Sud     ;CACHAN              ;192.036.060
Lagacé      ;Pinabel  ;;60;2/3/1964;;95;69800;1 rue de la Hulotais         ;SAINT-PRIEST        ;428.910.665
Compagnon   ;Eglantine;;71;4/9/1953;155;67.9;76610;;LE HAVRE            ;
Levasseur   ;Gauthier ;male  ;46;4/30/1978;;85.4;35400;76 rue des Dunes             ;SAINT-MALO          ;
Lizotte     ;Moore    ;male  ;40;6/5/1983;182;72.9;13140;46 rue Bonneterie            ;MIRAMAS             ;409.360.231
Picard      ;Charlotte;female;;6/9/1958;157;76;75012;26 Place de la Madeleine     ;;137.316.585
Ricard      ;Fabienne ;female;21;;167;46.1;6110;50 boulevard Aristide Briand ;;454.965.315
Blondlot    ;Blondelle;female;28;9/27/1995;;;68300;86 avenue du Marechal Juin   ;SAINT-LOUIS         ;324.162.449
Gamache     ;Beltane  ;;24;1/2/2000;170;;26100;;ROMANS-SUR-ISÈRE    ;425.459.569
Boulé       ;Royden   ;;76;10/20/1947;;62.6;;37 Chemin des Bateliers      ;;
Paulet      ;Alphonse ;male  ;20;4/10/2004;185;91.4;;88 Square de la Couronne     ;PALAISEAU           ;131.046.351
Lavallée    ;Porter   ;male  ;45;3/12/1979;170;108.1;;86 cours Jean Jaures         ;BOULOGNE-BILLANCOURT;164.603.623
Robitaille  ;Édith    ;female;;9/27/1946;167;49.6;8000;22 place Maurice-Charretier  ;CHARLEVILLE-MÉZIÈRES;351.104.985
Godin       ;Matilda  ;female;36;9/20/1987;168;58.7;75008;73 Place de la Madeleine     ;PARIS               ;117.907.667
Quiron      ;Colette  ;female;74;2/17/1950;163;;33100;30 cours Jean Jaures         ;;560.758.724
Chartré     ;Heloise  ;female;76;7/25/1947;153;69.4;77000;4 rue Reine Elisabeth        ;MELUN               ;175.203.893
Fouquet     ;Eustache ;male  ;;9/4/1961;166;;56100;70 Rue Hubert de Lisle       ;LORIENT             ;252.049.866
Durand      ;Georgette;female;79;12/8/1944;168;104.3;92600;62 rue de Lille              ;ASNIÈRES-SUR-SEINE  ;173.330.386
Chassé      ;Talon    ;male  ;49;2/10/1975;;109.1;76610;75 rue Michel Ange           ;LE HAVRE            ;
Gosselin    ;Garland  ;;55;2/1/1969;170;;;85 rue de Groussay           ;ROCHEFORT           ;552.438.052
Melanson    ;Varden   ;male  ;61;9/10/1962;182;63.9;50000;56 avenue du Marechal Juin   ;;
Lepage      ;Benjamin ;male  ;48;6/25/1975;187;79.4;75010;21 Place de la Madeleine     ;PARIS               ;143.243.441
Lapierre    ;Cammile  ;female;39;;160;;92220;77 Rue Joseph Vernet         ;BAGNEUX             ;199.360.223
Marcoux     ;Dalmace  ;female;75;;165;;59300;15 avenue de Provence        ;VALENCIENNES        ;375.829.597
Plourde     ;Turner   ;;56;7/29/1967;175;90.7;97230;85 rue Sébastopol            ;SAINTE-MARIE        ;574.685.615
Bérubé      ;Aubrette ;;40;7/15/1983;;62.7;76140;;LE PETIT-QUEVILLY   ;213.639.782
Lamoureux   ;Fortun   ;male  ;;1/6/1975;179;;69100;74 rue Marguerite            ;VILLEURBANNE        ;420.498.594
Talon       ;Denise   ;female;72;6/14/1951;;;95870;;BEZONS              ;121.337.370
Lévesque    ;Ophelia  ;;64;9/14/1959;169;;88100;7 rue Pierre Motte           ;SAINT-DIÉ           ;373.952.393
Bisson      ;Pomeroy  ;;44;;181;95.8;59700;;MARCQ-EN-BAROEUL    ;336.117.337
Pomerleau   ;Joanna   ;;35;;161;81.2;83100;;;
Deschênes   ;Demi     ;female;25;;158;;31600;86 rue des Coudriers         ;MURET               ;566.419.528
Tachel      ;Annot    ;female;80;3/5/1944;168;80.4;93140;53 avenue de l'Amandier      ;BONDY               ;
Beaulac     ;Aloin    ;male  ;22;4/23/2002;180;107.3;95170;76 Cours Marechal-Joffre     ;DEUIL-LA-BARRE      ;161.812.367
Pelland     ;Langley  ;male  ;84;5/2/1940;179;79.9;83140;16 avenue Jules Ferry        ;SIX-FOURS-LES-PLAGES;427.772.401
Thibodeau   ;Davet    ;;47;12/29/1976;182;112.2;13500;37 Quai des Belges           ;;425.543.611
Étoile      ;Bruno    ;male  ;66;1/4/1958;175;103.3;88000;40 Rue du Palais             ;ÉPINAL              ;399.921.815
Marcoux     ;Patience ;;56;7/14/1967;155;57.4;76610;96 rue Michel Ange           ;LE HAVRE            ;
Salois      ;Christoph;;57;11/8/1966;169;64.9;59160;84 rue Léon Dierx            ;LOMME               ;300.849.007
Chartré     ;Thomas   ;male  ;47;2/27/1977;169;114.6;;9 rue Clement Marot          ;PERPIGNAN           ;
Demers      ;France   ;female;;9/14/1938;157;90.4;;77 rue Cazade                ;;132.458.410
Guibord     ;D'Arcy   ;male  ;43;8/25/1980;171;92.4;92800;63 rue de Penthièvre         ;PUTEAUX             ;199.004.542
Bolduc      ;Joy      ;female;79;9/20/1944;165;79.8;54100;4 place Stanislas            ;NANCY               ;361.973.672
Loiseau     ;Brigliado;male  ;30;7/11/1993;187;72.3;92230;10 rue Saint Germain         ;;194.434.369
Guédry      ;Susanne  ;female;;4/19/1966;171;93.3;17000;92 rue de l'Aigle            ;LA ROCHELLE         ;
Vernadeau   ;Alexis   ;male  ;84;2/19/1940;173;;97450;96 avenue du Marechal Juin   ;SAINT-LOUIS         ;
Chaussée    ;Afrodille;female;;;157;63.3;6400;49 Rue Marie De Médicis      ;CANNES              ;436.749.625
Drouin      ;Kerman   ;male  ;36;8/26/1987;186;;94310;3 boulevard Amiral Courbet   ;ORLY                ;187.130.883
Jacques     ;Vachel   ;male  ;51;8/4/1972;187;87.8;93700;10 rue Cazade                ;;133.195.596
Cloutier    ;Aubert   ;;;5/1/1991;172;77.6;91350;39 Avenue des Tuileries      ;GRIGNY              ;
Bériault    ;Thibaut  ;;81;3/3/1943;182;72;64000;42 Faubourg Saint Honoré     ;PAU                 ;513.202.714
Beauchesne  ;Laurence ;female;54;6/8/1969;166;83.2;;67 place Maurice-Charretier  ;CHARLEVILLE-MÉZIÈRES;365.050.673
Marcoux     ;D'Arcy   ;male  ;43;;189;;34000;33 Avenue des Pr'es          ;MONTPELLIER         ;431.048.961
Dubois      ;Brice    ;male  ;;6/4/1975;170;105.3;69006;67 rue Banaudon              ;LYON                ;498.282.893
Bergeron    ;D'Arcy   ;male  ;;;176;100.6;13014;21 boulevard de la Liberation;MARSEILLE           ;456.118.190
Patenaude   ;Dalmace  ;female;71;12/17/1952;164;49.4;92220;39 Rue Joseph Vernet         ;BAGNEUX             ;173.039.048
Racine      ;Ermengard;;;9/29/2000;170;89.4;44230;35 rue des six frères Ruellan;SAINT-SÉBASTIEN-SUR-;
Provencher  ;Guerin   ;male  ;48;;181;;69100;6 rue Marguerite             ;VILLEURBANNE        ;450.921.891
Lespérance  ;Maurelle ;female;76;8/19/1947;164;100.1;95000;18 boulevard Albin Durand    ;CERGY               ;125.571.350
Austin      ;Marveille;female;72;;;69.5;;76 avenue Ferdinand de Lessep;GRADIGNAN           ;525.553.242
Morin       ;Maurelle ;female;84;10/26/1939;170;86.3;92320;89 rue du Gue Jacquet        ;CHÂTILLON           ;112.517.503
Norbert     ;Landers  ;male  ;72;11/3/1951;178;70;76200;17 Cours Marechal-Joffre     ;DIEPPE              ;225.975.394
Dupéré      ;Leone    ;female;82;5/4/1942;157;84.4;13003;82 rue Beauvau               ;MARSEILLE           ;408.081.682
Giroux      ;Laurent  ;male  ;29;5/31/1994;176;98.1;34400;31 Rue Hubert de Lisle       ;LUNEL               ;442.372.388
Lacroix     ;Aimé     ;male  ;32;5/29/1991;;103.9;91940;59 rue du Paillle en queue   ;LES ULIS            ;175.582.821
Mouet       ;Yves     ;male  ;64;6/14/1959;177;63.6;61000;91 Chemin des Bateliers      ;ALENÇON             ;220.456.129
Bussière    ;Francis  ;male  ;23;5/17/2000;176;65.5;13500;10 Quai des Belges           ;MARTIGUES           ;409.914.501
Godin       ;Eleanor  ;female;32;6/7/1991;172;77.8;92270;94 avenue de l'Amandier      ;BOIS-COLOMBES       ;184.498.849
Chandonnet  ;Simone   ;;21;4/1/2003;175;68.6;31170;72 quai Saint-Nicolas        ;TOURNEFEUILLE       ;
Lemieux     ;Patricia ;female;44;12/13/1979;;;66100;32 rue Clement Marot         ;PERPIGNAN           ;
Trudeau     ;Yolette  ;female;61;;;89.8;78280;;GUYANCOURT          ;173.320.631
Fugère      ;Corinne  ;female;54;;153;;97232;52 rue Michel Ange           ;LE LAMENTIN         ;500.035.727
Larivière   ;Eugène   ;;74;7/18/1949;;;13011;71 boulevard de la Liberation;MARSEILLE           ;406.774.520
Pelletier   ;Roger    ;male  ;68;7/7/1955;175;80.8;97438;20 rue Sébastopol            ;;
Simon       ;Talbot   ;male  ;30;10/13/1993;179;88.5;89100;19 avenue de Bouvines        ;SENS                ;343.561.591
Lafrenière  ;Desire   ;male  ;;4/7/1939;174;68.6;59140;69 rue Cazade                ;DUNKERQUE           ;
Couturier   ;Maurice  ;male  ;75;7/20/1948;184;103.4;27000;5 rue Charles Corbeau        ;ÉVREUX              ;290.640.397
Dupuy       ;Florus   ;male  ;23;10/8/2000;174;92.5;95200;32 rue des six frères Ruellan;;119.362.984
Ouellet     ;Robinette;;70;7/4/1953;163;55.3;;;L'HAŸ-LES-ROSES     ;198.041.286
Lafond      ;Avent    ;male  ;49;2/24/1975;172;85.7;83700;76 rue de la Hulotais        ;SAINT-RAPHAËL       ;454.220.481
Lespérance  ;Angelique;female;22;1/8/2002;;87.5;93140;80 avenue de l'Amandier      ;BONDY               ;
Bourgouin   ;Laurene  ;female;19;4/6/2005;159;57;59140;;DUNKERQUE           ;390.568.482
Busson      ;Matthieu ;male  ;56;7/19/1967;168;63.3;39000;17 Rue Hubert de Lisle       ;;332.908.222
Blondlot    ;Barry    ;male  ;54;;169;79.4;93300;88 rue Sadi Carnot           ;AUBERVILLIERS       ;172.599.933
Berthiaume  ;Parfait  ;male  ;36;12/16/1987;185;114.7;98800;17 Rue Roussy                ;NOUMÉA              ;385.242.501
Gendron     ;Guerin   ;male  ;39;12/2/1984;185;96.5;91000;;RIS-ORANGIS         ;178.536.592
Desnoyer    ;Louis    ;male  ;;7/7/1997;184;80.1;69200;30 boulevard d'Alsace        ;VÉNISSIEUX          ;462.187.321
Auclair     ;Jesper   ;male  ;67;3/3/1957;185;;;51 rue de Lille              ;AUBAGNE             ;
Villeneuve  ;Percy    ;;62;;;79.8;95200;82 rue des six frères Ruellan;SARCELLES           ;
Marois      ;Marie    ;;44;7/12/1979;161;50.4;94270;51 rue Michel Ange           ;;157.721.032
Plouffe     ;Catherine;female;;4/25/1970;;97.7;69600;;;
Lévesque    ;Claire   ;;28;;154;97.5;67400;35 route de Lyon             ;ILLKIRCH-GRAFFENSTAD;373.229.317
Hétu        ;Afrodille;female;;;165;;92170;87 boulevard d'Alsace        ;VANVES              ;106.795.351
Mazuret     ;Creissant;female;23;3/23/2001;161;49.6;92320;45 rue du Gue Jacquet        ;CHÂTILLON           ;152.828.375
Croquetaigne;Garland  ;male  ;43;7/12/1980;178;75.8;78800;59 rue des Lacs              ;HOUILLES            ;163.710.415
Varieur     ;Édouard  ;male  ;;;186;114.4;28100;53 rue Cazade                ;DREUX               ;269.171.263
Rochefort   ;Sumner   ;male  ;49;2/25/1975;188;;59800;84 Chemin Challet            ;LILLE               ;
Brian       ;Océane   ;female;;10/18/1994;;60;92400;26 boulevard Bryas           ;COURBEVOIE          ;199.267.518
Séguin      ;Bartlett ;;74;;169;74.1;93500;98 Square de la Couronne     ;PANTIN              ;174.467.170
CinqMars    ;Alfred   ;;67;10/18/1956;176;71.4;93600;16 rue Sadi Carnot           ;AULNAY-SOUS-BOIS    ;112.698.379
Louineaux   ;Fabrice  ;male  ;19;2/21/2005;190;53.3;94260;97 rue Isambard              ;;145.120.141
Hachée      ;Denise   ;;61;5/25/1962;159;;13300;41 rue des six frères Ruellan;SALON-DE-PROVENCE   ;441.431.882
Lespérance  ;Azura    ;female;38;7/18/1985;173;;69800;90 rue de la Hulotais        ;;441.792.547
Allain      ;Brier    ;female;73;5/20/1950;159;;92320;42 rue du Gue Jacquet        ;CHÂTILLON           ;149.885.863
Moïse       ;Sophie   ;female;27;;155;;53000;44 Place Napoléon            ;LAVAL               ;
Grivois     ;Alexandri;female;;7/13/1993;174;50.1;36000;32 rue du Gue Jacquet        ;CHÂTEAUROUX         ;228.521.043
Bélanger    ;Thierry  ;male  ;85;3/6/1939;171;95;92110;89 Rue de Strasbourg         ;CLICHY              ;180.258.449
Grondin     ;Lirienne ;female;20;11/12/2003;173;58.8;33000;99 avenue de l'Amandier      ;BORDEAUX            ;
Briard      ;Mandel   ;male  ;83;11/13/1940;;;76200;32 Cours Marechal-Joffre     ;DIEPPE              ;223.660.626
de Launay   ;Christine;female;25;11/16/1998;155;58.9;94350;97 rue Marguerite            ;VILLIERS-SUR-MARNE  ;127.246.918
Fecteau     ;Leala    ;female;76;;150;74.5;87100;28 Chemin Challet            ;LIMOGES             ;502.884.160
Roussel     ;Vachel   ;male  ;27;1/22/1997;186;85.7;69150;65 Cours Marechal-Joffre     ;;401.769.425
Cousteau    ;Philippin;female;81;;160;52.6;78000;60 Rue Frédéric Chopin       ;;166.226.972
Casgrain    ;Christabe;female;26;8/20/1997;173;57.9;45100;12 boulevard Amiral Courbet  ;ORLÉANS             ;280.935.414
Guernon     ;Russell  ;male  ;25;4/9/1999;186;62.1;56600;44 Place Napoléon            ;LANESTER            ;290.420.096
Robert      ;Quennel  ;;;11/30/1971;179;67.5;;60 rue Gontier-Patin         ;;492.860.698
Marcoux     ;Laurence ;female;60;2/16/1964;152;68.3;;26 Chemin Des Bateliers      ;ANGLET              ;574.523.004
Labonté     ;Zerbino  ;male  ;81;7/11/1942;181;78.7;95140;36 rue Saint Germain         ;GARGES-LÈS-GONESSE  ;191.984.469
Parmentier  ;Octave   ;male  ;56;;166;100.7;95130;92 rue Isambard              ;FRANCONVILLE-LA-GARE;190.916.013
Bolduc      ;Avelaine ;female;74;2/25/1950;164;61.1;18100;65 Place du Jeu de Paume     ;VIERZON             ;273.480.523
Meilleur    ;Yvette   ;female;;1/17/1983;167;94.1;93140;61 avenue de l'Amandier      ;BONDY               ;190.492.311
Paradis     ;Audrey   ;female;79;1/31/1945;161;98;83130;33 rue des Soeurs            ;LA GARDE            ;444.236.885
Larivière   ;Orlene   ;female;62;3/20/1962;155;64.3;11000;16 Rue Marie De Médicis      ;CARCASSONNE         ;440.139.649
Chalut      ;Philippin;;40;2/23/1984;175;81.4;80080;21 rue de Geneve             ;AMIENS              ;312.785.595
Deblois     ;Peverell ;;;11/1/1996;;99.1;16000;;ANGOULÊME           ;564.053.904
Laboissonniè;Delmare  ;female;51;4/16/1973;;;33000;14 avenue de l'Amandier      ;BORDEAUX            ;
Chalut      ;Dexter   ;male  ;64;7/7/1959;166;99.1;28000;37 place Maurice-Charretier  ;CHARTRES            ;
Breton      ;Hélène   ;female;38;1/25/1986;168;85.3;77420;75 place Maurice-Charretier  ;CHAMPS-SUR-MARNE    ;170.687.341
Émond       ;Zurie    ;female;65;11/2/1958;161;101.9;91200;66 rue de Lille              ;ATHIS-MONS          ;193.472.509
Parent      ;Rive     ;;52;2/29/1972;170;52.7;59130;;;
Sylvain     ;Creissant;;69;3/24/1955;170;;67500;71 Avenue des Tuileries      ;HAGUENAU            ;393.383.179
Blanchard   ;Emmanuel ;;66;4/25/1958;;;;83 rue Isambard              ;FORT-DE-FRANCE      ;512.945.305
Lemaître    ;Fitz     ;male  ;74;6/8/1949;165;72.9;93270;58 avenue de Bouvines        ;SEVRAN              ;150.501.137
Montminy    ;Namo     ;male  ;50;;175;69.7;80100;79 rue Gontier-Patin         ;ABBEVILLE           ;
DuLin       ;Christian;male  ;70;10/6/1953;;66.8;82000;;MONTAUBAN           ;543.410.417
Tisserand   ;Fitz     ;male  ;36;;168;73.7;87280;;LIMOGES             ;549.246.875
Cadieux     ;Christell;female;35;8/22/1988;161;;52000;17 rue Ernest Renan          ;CHAUMONT            ;383.165.679
Gendron     ;Julienne ;female;38;;172;51.2;78990;65 Avenue Millies Lacroix    ;ÉLANCOURT           ;155.485.431
Norbert     ;Dielle   ;female;;7/29/1982;170;100.7;11100;63 rue de Raymond Poincaré   ;NARBONNE            ;
David       ;Arnou    ;;;7/31/1944;;;92350;92 rue Adolphe Wurtz         ;;
Meilleur    ;Faye     ;female;49;10/14/1974;156;59.7;92250;22 rue de l'Aigle            ;LA GARENNE-COLOMBES ;111.072.694
Durepos     ;Yvon     ;male  ;31;1/3/1993;189;64;88100;62 rue Pierre Motte          ;SAINT-DIÉ           ;379.110.101
Doyon       ;Agnès    ;female;;8/25/1973;;79;;99 route de Lyon             ;ISSY-LES-MOULINEAUX ;181.602.551
Berie       ;Donat    ;male  ;50;4/19/1974;167;82.1;91220;52 rue Grande Fusterie       ;BRÉTIGNY-SUR-ORGE   ;175.749.042
Achin       ;Parfait  ;male  ;;5/14/1972;171;112.5;13006;3 cours Franklin Roosevelt   ;MARSEILLE           ;408.536.737
Clavet      ;Agrican  ;male  ;82;;;91.6;49400;;SAUMUR              ;215.637.721
Giroux      ;Curtis   ;male  ;54;12/24/1969;176;104.7;50100;40 rue Ernest Renan          ;CHERBOURG           ;231.531.046
Cliche      ;Sidney   ;male  ;81;5/7/1943;173;;75009;39 Place de la Madeleine     ;PARIS               ;138.527.760
Lemelin     ;Armina   ;female;44;11/5/1979;161;83.5;;54 rue Reine Elisabeth       ;METZ                ;
Berger      ;Suzette  ;;74;4/15/1950;163;55.6;59640;10 Avenue Millies Lacroix    ;DUNKERQUE           ;
Dandonneau  ;Granville;male  ;49;6/8/1974;179;93;;24 rue du Président Roosevelt;SCHILTIGHEIM        ;354.273.432
Martin      ;Vernon   ;male  ;;;168;82.2;;62 rue Marguerite            ;;
Jodion      ;Françoise;female;66;;164;84;67500;59 Avenue des Tuileries      ;HAGUENAU            ;363.920.760
Racicot     ;Maurelle ;female;27;4/6/1997;;91.9;97100;15 Rue du Limas              ;BASSE-TERRE         ;566.835.805
Dionne      ;Sidney   ;male  ;51;7/19/1972;175;107.8;45000;35 Rue Roussy                ;;
Lagueux     ;Voleta   ;female;77;10/19/1946;156;;68000;88 Place de la Gare          ;;354.399.069
Course      ;Olivie   ;female;31;2/19/1993;160;;29200;12 rue Petite Fusterie       ;BREST               ;261.191.399
Truchon     ;Alphonsin;;34;;170;83.3;13016;;MARSEILLE           ;434.894.282
Desnoyer    ;Clementin;;81;1/13/1943;157;74.7;51000;;CHÂLONS-EN-CHAMPAGNE;343.798.423
Bolduc      ;Archard  ;;27;9/4/1996;171;74.3;49100;;ANGERS              ;
Brousseau   ;Zacharie ;male  ;84;10/26/1939;175;61.2;;;DRAVEIL             ;183.425.463
Leroux      ;Michel   ;male  ;36;4/21/1988;;99.9;35000;39 rue Lenotre               ;RENNES              ;275.750.808
Cailot      ;Senapus  ;male  ;54;;181;;42100;34 rue du Château            ;SAINT-ÉTIENNE       ;471.985.825
Dodier      ;Faye     ;female;71;;;73.2;42400;15 rue des Nations Unies     ;SAINT-CHAMOND       ;443.679.074
Bergeron    ;Diane    ;female;37;7/23/1986;163;63.1;57000;73 rue Reine Elisabeth       ;METZ                ;349.144.019
Lafrenière  ;Barry    ;male  ;77;12/13/1946;169;89.1;62800;79 Chemin Challet            ;LIÉVIN              ;328.198.729
St-Jacques  ;Bertrand ;male  ;50;2/1/1974;179;110.8;;;AUBERVILLIERS       ;185.017.694
Lacroix     ;Brice    ;female;74;5/31/1949;156;98;95220;69 rue des Lacs              ;HERBLAY             ;184.764.807
Chartier    ;Éric     ;male  ;62;7/22/1961;167;72.3;84300;7 rue Porte d'Orange         ;CAVAILLON           ;475.199.757
