Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber;id
Chouinard   ;Roslyn    ;male  ;42;1/8/1982;183;90.6;98800;27 Rue Roussy                ;NOUMÉA              ;372.001.117;204
Houde       ;Leone     ;female;64;9/19/1959;169;76.3;13500;49 Quai des Belges           ;MARTIGUES           ;453.456.414;205
Gareau      ;Calandre  ;female;69;7/3/1954;164;65.1;92170;79 boulevard d'Alsace        ;VANVES              ;189.005.320;206
Pitre       ;Peppin    ;male  ;24;1/12/2000;185;88.2;78170;37 rue des Soeurs            ;LA CELLE-SAINT-CLOUD;108.822.866;207
Baril       ;Vallis    ;male  ;46;10/8/1977;174;82.1;94800;34 Place du Jeu de Paume     ;VILLEJUIF           ;168.396.940;208
Dufresne    ;Jessamine ;female;79;9/1/1944;151;104.6;95160;15 Avenue des Pr'es          ;MONTMORENCY         ;154.415.347;209
Brochu      ;Victor    ;male  ;29;9/30/1994;168;69.4;13140;40 rue Bonneterie            ;MIRAMAS             ;480.283.441;210
Fontaine    ;Felicien  ;male  ;27;10/16/1996;169;78.2;94200;37 route de Lyon             ;IVRY-SUR-SEINE      ;141.078.700;211
Bonenfant   ;Charlot   ;male  ;19;4/8/2005;182;94.9;31000;38 rue Pierre De Coubertin   ;TOULOUSE            ;574.355.858;212
St-Pierre   ;Villette  ;female;56;7/13/1967;165;92.8;92100;38 cours Jean Jaures         ;BOULOGNE-BILLANCOURT;132.187.229;213
Lesage      ;Victoire  ;female;70;9/17/1953;162;82.4;37000;94 quai Saint-Nicolas        ;TOURS               ;284.585.342;214
Lanteigne   ;Aimé      ;male  ;26;5/9/1998;168;71.8;75009;90 Place de la Madeleine     ;PARIS               ;184.673.216;215
Parmentier  ;Gaston    ;male  ;46;2/18/1978;170;64.6;69100;14 rue Marguerite            ;VILLEURBANNE        ;408.173.114;216
Artois      ;Julie     ;female;43;6/25/1980;156;89.4;84200;8 rue Porte d'Orange         ;CARPENTRAS          ;499.771.424;217
Parmentier  ;Aurore    ;female;52;4/10/1972;161;72.3;91800;59 rue Grande Fusterie       ;BRUNOY              ;174.225.948;218
Grimard     ;Alexandre ;male  ;43;1/18/1981;185;64.6;6300;47 rue des Chaligny          ;NICE                ;430.388.713;219
Laforge     ;Natalie   ;female;75;8/10/1948;163;67.9;67200;30 rue Descartes             ;STRASBOURG          ;386.031.096;220
Hétu        ;Lothair   ;male  ;42;12/15/1981;167;73.4;93330;48 rue de Raymond Poincaré   ;NEUILLY-SUR-MARNE   ;195.375.637;221
Monty       ;Jessamine ;female;58;3/9/1966;154;104.2;34300;82 rue Gontier-Patin         ;AGDE                ;489.114.047;222
Lajeunesse  ;Benjamin  ;male  ;52;2/27/1972;177;68.7;13014;55 boulevard de la Liberation;MARSEILLE           ;442.653.866;223
Therriault  ;Arber     ;male  ;66;12/12/1957;170;105.6;97100;77 Rue du Limas              ;BASSE-TERRE         ;500.723.116;224
Narcisse    ;Roslyn    ;male  ;22;10/9/2001;184;88.8;75013;68 rue La Boétie             ;PARIS               ;134.313.915;225
Couture     ;Beaufort  ;male  ;64;6/12/1959;168;104.3;21200;63 Rue du Limas              ;BEAUNE              ;397.267.867;226
Théberge    ;Fusberta  ;female;77;4/25/1947;169;54.7;42000;39 rue Sébastopol            ;SAINT-ÉTIENNE       ;417.436.134;227
L'Hiver     ;Babette   ;female;58;1/18/1966;167;65.8;13005;94 rue Beauvau               ;MARSEILLE           ;440.076.955;228
Franchet    ;Clovis    ;male  ;57;5/29/1966;176;76.7;13010;78 cours Franklin Roosevelt  ;MARSEILLE           ;463.999.789;229
Ruel        ;Durandana ;female;19;2/5/2005;165;58.7;67400;87 route de Lyon             ;ILLKIRCH-GRAFFENSTAD;380.895.550;230
Chauvin     ;Astolpho  ;male  ;77;10/16/1946;177;100.2;69110;89 rue Pierre Motte          ;SAINTE-FOY-LÈS-LYON ;416.231.712;231
Plouffe     ;Gérard    ;male  ;34;9/23/1989;177;110;92200;55 rue de Raymond Poincaré   ;NEUILLY-SUR-SEINE   ;119.306.060;232
Routhier    ;Caresse   ;female;84;1/1/1940;151;73.8;56600;36 Place Napoléon            ;LANESTER            ;229.657.885;233
Vaillancour ;Elita     ;female;69;1/31/1955;152;83.2;81100;50 rue Porte d'Orange        ;CASTRES             ;599.014.394;234
Lapierre    ;Sennet    ;male  ;49;11/9/1974;172;95.5;31300;79 rue Pierre De Coubertin   ;TOULOUSE            ;586.585.874;235
Tessier     ;Vedette   ;female;59;6/10/1964;171;82.5;58000;85 rue des Chaligny          ;NEVERS              ;374.070.985;236
Brousseau   ;Gaetan    ;male  ;78;3/2/1946;170;96.9;95140;59 rue Saint Germain         ;GARGES-LÈS-GONESSE  ;130.576.711;237
Veilleux    ;Namo      ;male  ;44;3/25/1980;189;104.2;33260;24 rue du Clair Bocage       ;LA TESTE-DE-BUCH    ;555.366.235;238
Lejeune     ;Sophie    ;female;75;7/9/1948;168;88.2;59600;39 Quai des Belges           ;MAUBEUGE            ;387.100.123;239
Boulé       ;Aleron    ;male  ;55;8/1/1968;188;96.6;59160;16 rue Léon Dierx            ;LOMME               ;338.148.249;240
Théberge    ;Amedee    ;female;43;5/27/1980;165;92.6;51100;41 rue Lenotre               ;REIMS               ;384.003.297;241
Édouard     ;Xavierre  ;female;64;11/27/1959;153;62.6;35400;54 rue des Dunes             ;SAINT-MALO          ;230.968.116;242
Poulin      ;Charmaine ;female;46;10/31/1977;168;68.3;67500;44 Avenue des Tuileries      ;HAGUENAU            ;377.326.441;243
Langlois    ;Robert    ;male  ;28;7/23/1995;175;106;75011;68 Place de la Madeleine     ;PARIS               ;154.474.079;244
Sorel       ;Olympia   ;female;81;3/12/1943;156;80.9;93250;54 Place Charles de Gaulle   ;VILLEMOMBLE         ;146.402.690;245
Vadnais     ;Jewel     ;female;68;12/8/1955;162;51.7;97233;87 avenue de Bouvines        ;SCHOELCHER          ;595.556.924;246
Aupry       ;Leal      ;male  ;31;11/10/1992;181;102.7;97200;67 Boulevard de Normandie    ;FORT-DE-FRANCE      ;502.984.977;247
Dufour      ;Gano      ;male  ;56;12/25/1967;171;110.3;45000;7 Rue Roussy                 ;ORLÉANS             ;276.621.756;248
Bossé       ;Moore     ;male  ;29;7/9/1994;169;103.2;79000;30 boulevard de Prague       ;NIORT               ;548.697.885;249
Duplanty    ;Gilles    ;male  ;32;10/8/1991;183;95.5;95220;32 rue des Lacs              ;HERBLAY             ;163.078.540;250
Chaussée    ;Laurent   ;male  ;63;4/22/1961;185;74.2;13600;89 rue des Soeurs            ;LA CIOTAT           ;402.822.058;251
Brousse     ;Étienne   ;male  ;52;11/9/1971;171;65.9;91000;89 rue Charles Corbeau       ;ÉVRY                ;116.448.747;252
Quiron      ;Felicien  ;male  ;82;4/26/1942;182;63.6;93140;76 avenue de l'Amandier      ;BONDY               ;122.857.898;253
Clément     ;Éric      ;male  ;83;1/11/1941;163;77.2;94400;12 Rue Bonnet                ;VITRY-SUR-SEINE     ;149.196.012;254
Paquette    ;Hélène    ;female;63;6/11/1960;164;90.1;64700;73 avenue Voltaire           ;MAISONS-ALFORT      ;574.444.067;255
Sylvain     ;Leone     ;female;61;11/2/1962;158;75.7;78120;61 rue Lenotre               ;RAMBOUILLET         ;117.809.741;256
Bédard      ;Gaetan    ;male  ;84;2/11/1940;164;75.9;92300;91 rue du Paillle en queue   ;LEVALLOIS-PERRET    ;130.530.203;257
Courtois    ;Claude    ;male  ;81;10/28/1942;179;99.8;62400;1 rue Marie de Médicis       ;BÉTHUNE             ;333.300.547;258
Quirion     ;Francis   ;male  ;23;6/6/2000;179;67.4;59300;20 avenue de Provence        ;VALENCIENNES        ;319.293.838;259
Ruest       ;Henry     ;male  ;61;5/6/1963;179;110.6;45100;63 boulevard Amiral Courbet  ;ORLÉANS             ;236.519.058;260
Montminy    ;Senapus   ;male  ;74;9/15/1949;177;67.7;94100;83 rue des Dunes             ;SAINT-MAUR-DES-FOSSÈ;100.694.793;261
Lapointe    ;Percy     ;male  ;45;5/13/1979;178;86.5;34200;15 avenue de Bouvines        ;SÈTE                ;426.634.386;262
St-Jean     ;Marphisa  ;female;29;3/7/1995;168;76.8;71100;52 boulevard Albin Durand    ;CHALON-SUR-SAÔNE    ;305.198.667;263
Labelle     ;Roux      ;female;77;2/6/1947;170;77.9;59100;39 rue de l'Epeule           ;ROUBAIX             ;316.063.797;264
Thibodeau   ;Creissant ;female;49;4/18/1975;172;83.8;18000;6 rue Petite Fusterie        ;BOURGES             ;263.597.811;265
Labelle     ;Claudette ;female;45;6/4/1978;167;66.5;91940;62 rue du Paillle en queue   ;LES ULIS            ;185.919.000;266
Généreux    ;Melville  ;male  ;34;4/16/1990;186;111;10000;41 avenue Jean Portalis      ;TROYES              ;370.366.502;267
Pirouet     ;Sébastien ;male  ;69;8/31/1954;175;94.5;73000;80 boulevard Albin Durand    ;CHAMBÉRY            ;451.281.780;268
Couturier   ;Desire    ;male  ;44;4/23/1980;184;64.3;93250;72 Place Charles de Gaulle   ;VILLEMOMBLE         ;101.401.501;269
Généreux    ;Ferrau    ;male  ;20;11/29/2003;188;59.2;92360;49 Rue St Ferréol            ;MEUDON-LA-FORÊT     ;181.308.464;270
Barrientos  ;Vaden     ;male  ;48;7/4/1975;180;91.1;59600;52 Quai des Belges           ;MAUBEUGE            ;322.268.075;271
Daigle      ;Clothilde ;female;65;3/2/1959;157;65.2;95870;90 rue Marie de Médicis      ;BEZONS              ;106.445.223;272
Brodeur     ;Dexter    ;male  ;68;1/7/1956;174;78;34500;25 rue Marie de Médicis      ;BÉZIERS             ;456.327.419;273
Rouze       ;Alain     ;male  ;19;11/29/2004;188;71;91000;46 rue Gustave Eiffel        ;RIS-ORANGIS         ;138.384.240;274
Cailot      ;Ogier     ;male  ;24;11/24/1999;178;60.4;18000;16 rue Petite Fusterie       ;BOURGES             ;229.646.603;275
Laforge     ;Felicienne;female;85;10/14/1938;156;66.6;33200;69 cours Jean Jaures         ;BORDEAUX            ;540.904.493;276
Deschênes   ;Rémy      ;male  ;66;12/19/1957;177;107.3;38600;86 Boulevard de Normandie    ;FONTAINE            ;487.645.051;277
Tisserand   ;Somer     ;male  ;66;4/2/1958;180;109.2;13090;40 rue Gontier-Patin         ;AIX-EN-PROVENCE     ;449.231.174;278
Lagacé      ;Olivier   ;male  ;21;5/24/2002;181;103.5;69007;47 rue Banaudon              ;LYON                ;404.909.324;279
Devost      ;Jacques   ;male  ;35;8/22/1988;185;68;57000;33 rue Reine Elisabeth       ;METZ                ;348.171.763;280
Bertrand    ;Joséphine ;female;23;10/7/2000;172;83.8;92190;5 Rue St Ferréol             ;MEUDON              ;103.338.295;281
Quinn       ;Caroline  ;female;57;3/4/1967;168;92.2;83000;96 rue du Fossé des Tanneurs ;TOULON              ;453.974.774;282
Leroux      ;Andrée    ;female;37;5/3/1987;174;81.4;69400;94 Place du Jeu de Paume     ;VILLEFRANCHE-SUR-SAÔ;493.962.657;283
Simard      ;André     ;male  ;43;9/26/1980;188;114.5;97610;55 Avenue Millies Lacroix    ;DZAOUDZI            ;268.211.764;284
Beaudoin    ;Legget    ;male  ;40;6/7/1983;174;65.9;92260;55 Boulevard de Normandie    ;FONTENAY-AUX-ROSES  ;199.251.455;285
Chesnay     ;Valentine ;female;41;3/5/1983;173;58.7;38500;21 Rue Bonnet                ;VOIRON              ;426.599.057;286
Majory      ;Avelaine  ;female;19;2/5/2005;173;88.1;69120;43 boulevard d'Alsace        ;VAULX-EN-VELIN      ;468.692.730;287
Giroux      ;Alita     ;female;63;10/23/1960;158;75.5;67100;1 rue Descartes              ;STRASBOURG          ;364.758.523;288
Tardif      ;Loring    ;male  ;78;5/19/1945;162;86.2;25000;75 rue Jean Vilar            ;BESANÇON            ;318.370.532;289
Mothé       ;Armand    ;male  ;76;7/3/1947;176;87.1;72000;44 rue Goya                  ;LE MANS             ;261.324.486;290
Lemieux     ;Gaspar    ;male  ;21;12/26/2002;182;95.1;59170;93 boulevard Bryas           ;CROIX               ;368.396.679;291
Beaulé      ;Jeannine  ;female;44;8/9/1979;162;59;97234;98 rue Isambard              ;FORT-DE-FRANCE      ;535.252.295;292
Goguen      ;Margaux   ;female;75;3/5/1949;163;83;77500;99 rue Ernest Renan          ;CHELLES             ;186.715.371;293
Henrichon   ;Neville   ;male  ;71;4/19/1953;164;74.5;38600;22 Boulevard de Normandie    ;FONTAINE            ;421.642.478;294
Lacasse     ;Rachelle  ;female;77;3/28/1947;155;92.4;38000;49 avenue Ferdinand de Lessep;GRENOBLE            ;428.280.599;295
Chauvin     ;Landers   ;male  ;72;4/23/1952;178;64.5;6200;96 rue des Chaligny          ;NICE                ;467.549.287;296
Lepage      ;Amorette  ;female;69;7/6/1954;153;79.5;36000;18 rue du Gue Jacquet        ;CHÂTEAUROUX         ;230.409.400;297
Angélil     ;Odo       ;male  ;83;8/8/1940;180;65.5;25200;27 rue Bonneterie            ;MONTBÉLIARD         ;312.044.823;298
Beaudry     ;Troy      ;male  ;22;11/15/2001;176;66.3;74100;61 Avenue De Marlioz         ;ANNEMASSE           ;468.978.423;299
Lapierre    ;Eugène    ;male  ;71;12/10/1952;176;81.1;77270;91 place de Miremont         ;VILLEPARISIS        ;187.877.270;300
Nadeau      ;Véronique ;female;42;10/26/1981;166;84.7;93110;87 rue de Groussay           ;ROSNY-SOUS-BOIS     ;185.412.089;301
Lafrenière  ;Amber     ;female;81;4/18/1943;159;81.2;92240;48 avenue Voltaire           ;MALAKOFF            ;190.485.828;302
Chatigny    ;Pascaline ;female;43;7/29/1980;163;103.5;95200;22 rue des six frères Ruellan;SARCELLES           ;196.885.026;303
Busque      ;Charlotte ;female;80;1/11/1944;167;94.9;69005;45 rue Banaudon              ;LYON                ;484.052.139;304
Lacasse     ;Marguerite;female;40;12/22/1983;170;94.1;76120;72 boulevard Aristide Briand ;LE GRAND-QUEVILLY   ;200.158.233;305
Descoteaux  ;Corinne   ;female;21;9/7/2002;172;71;59120;92 Rue Hubert de Lisle       ;LOOS                ;384.508.783;306
Rocheleau   ;Harcourt  ;male  ;64;4/16/1960;175;67;45400;28 rue Charles Corbeau       ;FLEURY-LES-AUBRAIS  ;288.232.327;307
Sarrazin    ;Gifford   ;male  ;39;11/23/1984;172;106.6;76610;87 rue Michel Ange           ;LE HAVRE            ;252.711.295;308
Fremont     ;Latimer   ;male  ;55;1/14/1969;174;97.5;35200;68 rue Lenotre               ;RENNES              ;292.137.614;309
Charpie     ;Pauline   ;female;20;11/8/2003;170;82.2;97232;97 rue Michel Ange           ;LE LAMENTIN         ;551.846.044;310
Gregoire    ;Ray       ;male  ;67;1/29/1957;170;75.7;33300;30 cours Jean Jaures         ;BORDEAUX            ;521.632.448;311
Souplet     ;Phillipa  ;female;75;9/19/1948;158;67.5;97410;69 rue Gouin de Beauchesne   ;SAINT-PIERRE        ;286.911.617;312
Laforest    ;Martine   ;female;59;12/15/1964;158;60.9;55000;49 Rue Joseph Vernet         ;BAR-LE-DUC          ;333.269.183;313
Grignon     ;Josephe   ;female;31;4/25/1993;160;81.1;10000;62 avenue Jean Portalis      ;TROYES              ;353.780.624;314
Verreau     ;Nicolas   ;male  ;49;8/29/1974;167;82.5;21200;39 Rue du Limas              ;BEAUNE              ;309.415.336;315
Duplanty    ;Octave    ;male  ;63;2/28/1961;178;105.5;87280;58 rue Léon Dierx            ;LIMOGES             ;529.608.590;316
Patry       ;Ernest    ;male  ;42;12/14/1981;188;82.9;77380;90 Place de la Gare          ;COMBS-LA-VILLE      ;174.304.557;317
Gauvin      ;Magnolia  ;female;56;6/12/1967;160;86.8;69120;80 boulevard d'Alsace        ;VAULX-EN-VELIN      ;483.393.736;318
Meilleur    ;Aimé      ;male  ;19;8/2/2004;180;76.9;45100;82 boulevard Amiral Courbet  ;ORLÉANS             ;295.515.134;319
Aucoin      ;Gaetan    ;male  ;79;4/27/1945;175;99.7;81100;34 rue Porte d'Orange        ;CASTRES             ;511.170.083;320
Voisine     ;Auriville ;male  ;28;3/5/1996;176;69.6;44300;88 rue de Raymond Poincaré   ;NANTES              ;270.109.821;321
Beaudouin   ;Romain    ;male  ;51;5/31/1972;187;94.8;75001;66 Square de la Couronne     ;PARIS               ;111.495.315;322
Sanschagrin ;Gill      ;male  ;32;8/16/1991;189;81.7;6800;34 Chemin Du Lavarin Sud     ;CAGNES-SUR-MER      ;441.775.179;323
Couet       ;Ancelina  ;female;73;3/17/1951;157;86.4;71000;4 avenue Voltaire            ;MÂCON               ;312.003.882;324
Marcheterre ;Hedvige   ;female;49;2/5/1975;157;54.3;77380;23 Place de la Gare          ;COMBS-LA-VILLE      ;149.314.788;325
Marcheterre ;Clémence  ;female;27;10/26/1996;172;72.2;93120;81 rue des Soeurs            ;LA COURNEUVE        ;169.647.095;326
Émond       ;Alaine    ;female;47;1/25/1977;154;52.7;13800;41 route de Lyon             ;ISTRES              ;436.105.126;327
L'Hiver     ;Beaufort  ;male  ;82;12/11/1941;171;102.4;35400;73 rue des Dunes             ;SAINT-MALO          ;288.698.501;328
Du Trieux   ;Jesper    ;male  ;85;4/2/1939;175;70.1;97410;80 rue Gouin de Beauchesne   ;SAINT-PIERRE        ;225.012.370;329
Dodier      ;Élisabeth ;female;39;2/10/1985;158;58.4;54500;89 avenue de Provence        ;VANDOEUVRE-LÈS-NANCY;320.498.782;330
Jacques     ;Diane     ;female;61;4/12/1963;152;61.3;69009;47 rue Banaudon              ;LYON                ;464.158.559;331
Foucault    ;Alfred    ;male  ;66;10/19/1957;170;94.7;76600;84 rue Michel Ange           ;LE HAVRE            ;224.307.410;332
Daigle      ;Adélaïde  ;female;66;11/2/1957;170;69.9;21200;45 Rue du Limas              ;BEAUNE              ;387.712.232;333
Marceau     ;Warrane   ;male  ;67;10/4/1956;169;100.3;78190;88 avenue Jean Portalis      ;TRAPPES             ;126.987.233;334
Benoit      ;Ansel     ;male  ;78;5/8/1946;174;101;95400;62 rue Marguerite            ;VILLIERS-LE-BEL     ;106.705.748;335
Beaulieu    ;Émile     ;male  ;32;8/2/1991;184;80.4;93210;1 rue de l'Aigle             ;LA PLAINE-SAINT-DENI;136.233.907;336
Gaudreau    ;Mandel    ;male  ;70;1/24/1954;178;83.2;21200;15 Rue du Limas              ;BEAUNE              ;317.594.556;337
Pichette    ;Louise    ;female;63;10/7/1960;161;86;31400;4 rue Pierre De Coubertin    ;TOULOUSE            ;503.462.043;338
Mailloux    ;Verney    ;male  ;42;10/18/1981;185;79.6;59210;78 rue Victor Hugo           ;COUDEKERQUE-BRANCHE ;391.011.478;339
Aubin       ;Clementine;female;78;11/18/1945;169;73.9;14100;26 rue Léon Dierx            ;LISIEUX             ;276.084.483;340
Beauchesne  ;Jay       ;male  ;62;2/3/1962;171;76.6;26200;96 Rue de Verdun             ;MONTÉLIMAR          ;499.405.597;341
Lanoie      ;Cammile   ;female;38;8/11/1985;158;55.7;15000;49 rue Sadi Carnot           ;AURILLAC            ;471.300.647;342
Sirois      ;Gaetan    ;male  ;37;7/23/1986;167;72.4;24100;79 rue Jean Vilar            ;BERGERAC            ;557.250.366;343
Chaussée    ;Bertrand  ;male  ;44;8/22/1979;188;74.7;91130;12 rue Gustave Eiffel        ;RIS-ORANGIS         ;161.967.522;344
Chauvet     ;Valentine ;female;45;2/17/1979;169;95.1;83130;28 rue des Soeurs            ;LA GARDE            ;466.059.799;345
Lajoie      ;Guillaume ;male  ;77;12/12/1946;181;81.2;59600;13 Quai des Belges           ;MAUBEUGE            ;302.639.203;346
Pitre       ;Alaine    ;female;76;7/12/1947;159;104.7;59600;28 Quai des Belges           ;MAUBEUGE            ;321.795.365;347
Mazuret     ;Bruno     ;male  ;63;10/27/1960;170;81.5;31000;30 rue Pierre De Coubertin   ;TOULOUSE            ;576.761.769;348
Asselin     ;Léon      ;male  ;34;6/26/1989;185;90.4;28000;91 place Maurice-Charretier  ;CHARTRES            ;249.303.710;349
Guibord     ;René      ;male  ;22;2/13/2002;174;100.9;77420;59 place Maurice-Charretier  ;CHAMPS-SUR-MARNE    ;139.818.709;350
Brasseur    ;Alice     ;female;29;7/21/1994;163;78;76120;9 boulevard Aristide Briand  ;LE GRAND-QUEVILLY   ;252.386.681;351
Gamache     ;Tempeste  ;female;35;2/17/1989;168;103;38100;69 avenue Ferdinand de Lessep;GRENOBLE            ;402.358.115;352
Grenier     ;Julienne  ;female;80;8/27/1943;152;68.6;97300;99 rue Porte d'Orange        ;CAYENNE             ;552.900.842;353
Auger       ;Josephe   ;female;71;10/28/1952;163;73.5;93110;87 rue de Groussay           ;ROSNY-SOUS-BOIS     ;173.150.321;354
Caron       ;Hortense  ;female;73;11/17/1950;154;86.2;95190;17 rue Jean-Monnet           ;GOUSSAINVILLE       ;120.992.116;355
Patel       ;Alacoque  ;female;75;7/15/1948;152;55.4;11100;32 rue de Raymond Poincaré   ;NARBONNE            ;429.946.412;356
